timestamp,category,check,status,value,threshold,message
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage21_stage21_health_report.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage21\stage21_health_report.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage21_stage21_metrics.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage21\stage21_metrics.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage21_stage21_monitoring_snapshot.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage21\stage21_monitoring_snapshot.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage21_stage21_paper_trades.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage21\stage21_paper_trades.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage21_stage21_release_manifest.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage21\stage21_release_manifest.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage22_stage22_evaluation_report.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage22\stage22_evaluation_report.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage22_stage22_metrics.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage22\stage22_metrics.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage22_stage22_release_manifest.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage22\stage22_release_manifest.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage23_stage23_health_report.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage23\stage23_health_report.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage23_stage23_metrics.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage23\stage23_metrics.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage23_stage23_release_manifest.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage23\stage23_release_manifest.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage24_stage24_health_report.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage24\stage24_health_report.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage24_stage24_metrics.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage24\stage24_metrics.json,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage24_stage24_risk_controlled_trades.csv_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage24\stage24_risk_controlled_trades.csv,EXISTS,Required release artifact must exist.
2026-08-12T19:05:36.291225+00:00,ARTIFACT,stage24_stage24_release_manifest.json_exists,PASS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage24\stage24_release_manifest.json,EXISTS,Required release artifact must exist.
